,Код продукта,Название продукта,Бренд,Срок годности,Количество в упаковке,Единица измерения,Вес упаковки,Цена,Категория,Длина упаковки,Ширина упаковки,Высота упаковки
7604,NWY-15686,"Nature's Way, Alive!, ультрамультивитамины для женщин, 60 таблеток",Nature's Way,08.2025,60,шт.,0.16,3 211 ₽,Женское здоровье,12.4,7,6.9
7605,CEN-22675,"21st Century, Sentry, для женщин, мультивитаминная и мультиминеральная добавка, 120 таблеток",21st Century,11.2026,120,шт.,0.22,1 603 ₽,Женское здоровье,11.2,5.8,5.8
7606,MAV-16459,"Mason Natural, Ежедневная формула для женщин, 90 капсуловидных таблеток",Mason Natural,10.2026,90,шт.,0.22,1 271 ₽,Женское здоровье,10.9,5.6,5.6
7607,NTL-03013,"Natrol, изофлавоны сои, 50 мг, 120 капсул (10 мг в 1 капсуле)",Natrol,02.2027,120,шт.,0.09,2 279 ₽,Женское здоровье,11.6,6.4,6.2
7608,SWV-11410,"Swanson, Соевый лецитин, 1,2 г, 180 капсул",Swanson,12.2024,180,шт.,0.43,2 915 ₽,Женское здоровье,15.7,8.1,7.9
7609,VNU-26811,"Vital Nutrients, генистеин, 60 веганских капсул",Vital Nutrients,02.2025,60,шт.,0.07,10 763 ₽,Женское здоровье,9.5,9.4,5.3
7610,NOW-03288,"NOW Foods, изофлавоны сои, 120 растительных капсул",NOW Foods,10.2025,120,шт.,0.11,4 005 ₽,Женское здоровье,6.4,6.4,11.2
7611,NCS-67405,"Nutricost, изофлавоны сои, 150 мг, 180 капсул",Nutricost,02.2027,180,шт.,0.14,3 346 ₽,Женское здоровье,11.6,6.4,6.2
7612,SNS-00050,"Source Naturals, Генистеин, соевый комплекс, 1000 мг, 120 таблеток",Source Naturals,11.2027,120,шт.,0.26,3 277 ₽,Женское здоровье,13.7,7.1,7.1
7613,NTL-00925,"Natrol, изофлавоны сои, 50 мг, 60 капсул (10 мг в 1 капсуле)",Natrol,01.2027,60,шт.,0.07,1 397 ₽,Женское здоровье,5.1,5.1,10.7
7614,SOL-01459,"Solgar, изофлавоны, суперконцентрат , 120 таблеток",Solgar,Not provided,120,шт.,0.29,5 494 ₽,Женское здоровье,6.1,6.1,10.9
7615,NAP-04970,"NaturesPlus, Ultra Isoflavone 100, 60 вегетарианских таблеток",NaturesPlus,04.2026,60,шт.,0.14,4 644 ₽,Женское здоровье,5.6,5.6,9.9
7616,LEX-10976,"Life Extension, Ультраэкстракт сои, 60 вегетарианских капсул",Life Extension,12.2025,60,шт.,0.08,8 198 ₽,Женское здоровье,11.6,5.8,5.8
7617,CEN-22306,"21st Century, стандартизированный экстракт изофлавонов сои, 60 вегетарианских капсул",21st Century,09.2026,60,шт.,0.07,1 434 ₽,Женское здоровье,4.6,6.1,9.4
7618,LEX-16496,"Life Extension, соевые изофлавоны, высокая степень усвоения, 30 вегетарианских капсул",Life Extension,01.2026,30,шт.,0.03,3 630 ₽,Женское здоровье,5.6,5.6,9.9
7619,NAP-04987,"NaturesPlus, Advanced Therapeutics, Isoflavone Rx-Phytoestrogen, озофлавоны сои, 30 таблеток",NaturesPlus,05.2026,30,шт.,0.09,4 365 ₽,Женское здоровье,5.8,5.8,10.4
7620,NWY-15419,"Nature's Way, примула вечерняя, масло холодного отжима, максимальная сила, 1300 мг, 120 капсул",Nature's Way,10.2026,120,шт.,0.27,3 647 ₽,Женское здоровье,7.6,7.6,14.7
7621,BAR-10017,"Barlean's, Масло примулы вечерней, 60 мягких таблеток",Barlean's,03.2026,60,шт.,0.14,3 035 ₽,Женское здоровье,11.4,5.8,5.8
7622,NWY-15418,"Nature's Way, Примула вечерняя, максимальная сила действия, 1300 мг, 60 мягких таблеток",Nature's Way,10.2026,60,шт.,0.14,2 209 ₽,Женское здоровье,13.7,7.9,5.6
7623,SWV-17008,"Swanson, Масло примулы вечерней, 500 мг, 100 капсул",Swanson,11.2025,100,шт.,0.09,1 581 ₽,Женское здоровье,10.7,5.1,5.1
7624,VNU-21021,"Vital Nutrients, масло первоцвета вечернего, 250 капсул",Vital Nutrients,02.2026,250,шт.,0.23,8 640 ₽,Женское здоровье,12.7,6.5,6.4
7625,SOR-00836,"Solaray, Масло примулы вечерней растительного происхождения, 500 мг, 90 мягких таблеток",Solaray,06.2026,90,шт.,0.09,3 795 ₽,Женское здоровье,10.9,5,5
7626,NTH-10155,"Nature's Truth, масло первоцвета вечернего холодного отжима, 2000 мг, 60 капсул с быстрым высвобождением (1000 мг в 1 капсуле)",Nature's Truth,12.2027,60,шт.,0.11,2 385 ₽,Женское здоровье,11.6,5.8,5.7
7627,MBM-00616,"Metabolic Maintenance, масло первоцвета вечернего, 500 мг, 180 мягких таблеток",Metabolic Maintenance,04.2026,180,шт.,0.32,7 371 ₽,Женское здоровье,12.1,6.5,6.5
7628,NFS-02365,"Natural Factors, OmegaFactors, Ultra Prim, масло первоцвета вечернего, 1000 мг, 180 капсул",Natural Factors,06.2026,180,шт.,0.34,4 204 ₽,Женское здоровье,14.5,8.6,8.6
7629,CEN-21828,"21st Century, масло примулы вечерней, поддержка здоровья для женщин, 60 капсул",21st Century,09.2026,60,шт.,0.07,1 434 ₽,Женское здоровье,4.6,6.1,9.4
7630,NCS-00828,"Nutricost, Масло примулы вечерней, 1300 мг, 120 капсул",Nutricost,11.2026,120,шт.,0.25,3 059 ₽,Женское здоровье,13.5,7.1,7.1
7631,SOL-01057,"Solgar, масло примулы вечерней, 1300 мг, 60 капсул",Solgar,07.2027,60,шт.,0.27,2 314 ₽,Женское здоровье,11.2,6.1,6.1
7632,NFS-02356,"Natural Factors, OmegaFactors, Ultra Prim, масло примулы вечерней, 500 мг, 180 мягких таблеток",Natural Factors,06.2026,180,шт.,0.18,3 135 ₽,Женское здоровье,11.7,6.9,6.7
7633,BLB-00929,"Bluebonnet Nutrition, масло примулы вечерней, 1300 мг, 90 мягких желатиновых капсул",Bluebonnet Nutrition,10.2025,90,шт.,0.39,4 903 ₽,Женское здоровье,13.2,6.9,6.9
7634,CAR-08800,"Carlson, Примула холодного отжима, 1300 мг, 50 мягких таблеток",Carlson,09.2025,50,шт.,0.11,3 054 ₽,Женское здоровье,11.2,5.8,5.7
7635,NOW-01750,"NOW Foods, Масло примулы вечерней, 500 мг, 100 капсул",NOW Foods,Not provided,100,шт.,0.11,1 574 ₽,Женское здоровье,10.5,5,5
7636,JRW-09002,"Jarrow Formulas, примула вечерняя, 1300 мг, 60 капсул",Jarrow Formulas,08.2025,60,шт.,0.14,2 762 ₽,Женское здоровье,11.4,6.2,6.2
7637,NTA-26140,"Nature's Answer, Жидкое масло примулы вечерней, 120 мл (4 жидк. Унции)",Nature's Answer,09.2026,118,мл,0.23,4 371 ₽,Женское здоровье,13.7,4.8,4.8
7638,BAR-10018,"Barlean's, масло примулы вечерней, 120 капсул",Barlean's,11.2026,120,шт.,0.27,5 294 ₽,Женское здоровье,7.1,7.1,12.4
7639,SWV-17010,"Swanson, Масло примулы вечерней, 104 мг, 100 капсул",Swanson,08.2024,100,шт.,0.24,2 915 ₽,Женское здоровье,11.9,6.7,6.7
7640,VGL-83024,"VegLife, примула вечерняя, 60 веганских капсул",VegLife,12.2025,60,шт.,0.14,4 043 ₽,Женское здоровье,11.7,6.4,6.2
7641,DVI-23739,"DaVinci Laboratories of Vermont, Гамма-Лин 1300, 1300 мг, 90 мягких таблеток",DaVinci Laboratories of Vermont,06.2025,90,шт.,0.23,7 414 ₽,Женское здоровье,13.5,7.2,7.1
7642,SWV-17009,"Swanson, масло примулы вечерней, 500 мг, 250 капсул",Swanson,11.2025,250,шт.,0.23,2 808 ₽,Женское здоровье,11.9,6.9,6.9
7643,DEV-00024,"Deva, Веганское масло примулы вечерней высшего сорта, 90 веганских капсул",Deva,11.2025,90,шт.,0.08,2 342 ₽,Женское здоровье,5.3,5.3,9.7
7644,LIF-65051,"LifeTime Vitamins, Масло семян примулы вечерней, 1300 мг, 50 мягких таблеток",LifeTime Vitamins,05.2026,50,шт.,0.27,2 839 ₽,Женское здоровье,11.9,6.5,6.5
7645,NOW-01752,"NOW Foods, масло примулы вечерней, 500 мг, 250 капсул",NOW Foods,03.2026,250,шт.,0.23,3 175 ₽,Женское здоровье,11.9,6.9,6.9
7646,DIO-99337,"BodyBio, Масло примулы вечерней, 240 мл",BodyBio,11.2025,237,мл,0.48,8 655 ₽,Женское здоровье,19.1,8,8.1
7647,VNU-21011,"Vital Nutrients, Масло примулы вечерней, 100 мягких таблеток",Vital Nutrients,01.2026,100,шт.,0.09,4 926 ₽,Женское здоровье,9.7,5.2,5.1
7648,NLI-57044,"Nature's Life, вегетарианское масло первоцвета вечернего, 90 вегетарианских капсул",Nature's Life,12.2025,90,шт.,0.18,5 102 ₽,Женское здоровье,11.6,6.4,6.4
7649,HFS-01086,"Nature's Life, масло первоцвета вечернего, 1300 мг, 60 капсул",Nature's Life,07.2026,60,шт.,0.16,2 990 ₽,Женское здоровье,11.6,6.4,6.2
7650,DIO-91335,"BodyBio, Масло примулы вечерней, 180 капсул без ГМО",BodyBio,02.2025,180,шт.,0.4,10 778 ₽,Женское здоровье,14.6,7.6,7.6
7651,NOW-01758,"NOW Foods, масло первоцвета вечернего, 1000 мг, 90 капсул",NOW Foods,10.2025,90,шт.,0.18,3 263 ₽,Женское здоровье,11.9,6.9,6.9
7652,ZHO-62489,"Zhou Nutrition, Примула вечерняя, 90 мягких таблеток",Zhou Nutrition,Not provided,90,шт.,0.2,3 629 ₽,Женское здоровье,12.4,6.9,6.9
7653,NFS-02364,"Natural Factors, Ultra Prim, 1000 мг, 90 капсул",Natural Factors,06.2026,90,шт.,0.18,3 135 ₽,Женское здоровье,11.7,6.9,6.9
7654,EUN-00839,"Eu Natural, Balance, примула вечерняя, 60 мягких таблеток",Eu Natural,11.2025,60,шт.,0.11,5 102 ₽,Женское здоровье,11,5.8,5.8
7655,CAR-08801,"Carlson, холоднопрессованное масло примулы, 1300 мг, 90 капсул",Carlson,09.2025,90,шт.,0.2,4 995 ₽,Женское здоровье,13.1,7.2,7.1
7656,NOW-01757,"NOW Foods, Super Primrose, масло примулы вечерней, 1300 мг, 120 капсул",NOW Foods,08.2026,120,шт.,0.27,3 263 ₽,Женское здоровье,13,7.4,7.4
7657,SRE-01119,"Sports Research, примула вечерняя, 500 мг, 240 капсул",Sports Research,09.2026,240,шт.,0.23,4 122 ₽,Женское здоровье,12.4,7.2,7.1
7658,SOL-01043,"Solgar, масло первоцвета вечернего, 500 мг, 180 мягких таблеток",Solgar,09.2026,180,шт.,0.35,2 651 ₽,Женское здоровье,12.2,6.6,6.6
7659,NFS-08366,"Natural Factors, OmegaFactors, Ultra Prim, масло примулы вечерней, 1000 мг, 240 капсул",Natural Factors,06.2026,240,шт.,0.43,5 339 ₽,Женское здоровье,14.5,8.8,8.6
7660,SNS-00080,"Source Naturals, масло примулы вечерней, 1350 мг, 120 мягких таблеток",Source Naturals,03.2025,120,шт.,0.27,4 150 ₽,Женское здоровье,13.6,7.2,7.2
